date,temperature_max,temperature_min,temperature_mean,apparent_temp_max,apparent_temp_min,apparent_temp_mean,precipitation,rain,snowfall,precipitation_hours,weather_code,wind_speed_max,wind_gusts_max,wind_direction,sunshine_duration,daylight_duration,is_rainy,is_snowy,is_windy,is_nice_weather,sunshine_ratio
2017-11-10,7.2,5.1,6.2,3.0,0.7,2.0,1.3,1.3,0.0,12.0,51,24.5,49.0,237,0.0,33575.11,1,0,0,0,0.0
2017-11-11,6.9,3.2,5.0,3.3,-1.3,0.8,5.6,5.6,0.0,12.0,53,28.3,55.1,249,18000.0,33391.99,1,0,0,0,0.5390514311965235
2017-11-12,6.1,1.0,3.0,2.5,-2.4,-0.3,13.4,11.0,1.68,11.0,73,15.5,32.8,293,3100.5,33210.68,1,1,0,0,0.09335852201761602
2017-11-13,5.4,-1.5,2.4,1.8,-5.3,-1.0,0.8,0.8,0.0,5.0,51,14.1,28.4,298,15376.97,33031.43,0,0,0,0,0.46552541019265586
2017-11-14,3.6,-3.5,0.4,-0.3,-7.2,-3.2,0.0,0.0,0.0,0.0,3,12.5,26.3,231,14512.18,32854.45,0,0,0,0,0.441711244595481
2017-11-15,5.3,-0.9,2.6,2.4,-4.0,-0.4,0.0,0.0,0.0,0.0,3,10.9,20.2,218,14771.74,32679.98,0,0,0,0,0.4520119045360493
2017-11-16,5.3,-1.4,2.1,2.8,-3.9,-0.5,0.0,0.0,0.0,0.0,3,6.7,17.3,34,9607.92,32508.27,0,0,0,0,0.29555310079558217
2017-11-17,4.9,1.8,3.5,2.6,-1.5,0.5,0.0,0.0,0.0,0.0,3,11.6,24.1,238,0.0,32339.56,0,0,0,0,0.0
2017-11-18,5.6,2.3,4.0,1.6,-3.0,-0.1,1.0,0.5,0.35,5.0,73,22.2,42.8,245,11643.3,32174.12,0,0,0,0,0.3618840235568214
2017-11-19,5.1,1.8,3.2,-0.3,-2.6,-1.7,3.3,2.7,0.42,11.0,73,23.9,45.7,251,26140.57,32012.19,1,0,0,0,0.8165817458911746
2017-11-20,4.7,1.5,3.0,-1.0,-2.7,-2.1,1.6,1.2,0.28,9.0,73,27.1,52.9,253,1051.11,31854.05,1,0,0,0,0.032997687892120466
2017-11-21,7.0,1.5,5.6,3.6,-2.6,1.7,6.1,5.8,0.21,21.0,73,21.0,40.7,245,0.0,31699.97,1,0,0,0,0.0
2017-11-22,10.2,2.1,6.7,7.0,-1.4,3.3,0.0,0.0,0.0,0.0,3,19.7,40.7,231,24906.58,31550.23,0,0,0,0,0.7894262577483588
2017-11-23,10.4,-0.4,4.6,8.2,-3.9,1.7,0.0,0.0,0.0,0.0,3,10.8,20.9,204,25220.6,31405.09,0,0,0,0,0.8030736418841659
2017-11-24,13.4,3.3,7.4,11.3,-0.3,4.4,0.1,0.1,0.0,1.0,51,13.9,27.7,220,21774.24,31264.85,0,0,0,0,0.6964447294645585
2017-11-25,8.2,3.3,5.8,6.5,-0.2,2.9,2.8,2.8,0.0,10.0,53,17.7,33.8,238,7885.24,31129.55,1,0,0,0,0.2533040149953983
2017-11-26,3.5,-0.8,1.4,-1.1,-4.3,-2.7,0.6,0.2,0.28,2.0,73,20.8,40.7,247,25357.91,30997.67,0,0,0,0,0.8180585831128598
2017-11-27,3.8,0.4,2.3,-1.8,-3.7,-2.7,0.6,0.5,0.07,6.0,71,23.0,45.7,229,15617.2,30869.05,0,0,0,0,0.505917739612978
2017-11-28,5.1,2.4,3.4,0.7,-2.6,-0.8,2.7,2.7,0.0,15.0,51,21.8,42.5,214,7763.33,30743.87,1,0,0,0,0.2525163552929413
2017-11-29,4.7,0.9,2.7,2.4,-2.0,0.1,0.7,0.7,0.0,5.0,51,10.3,22.0,218,8494.11,30622.29,0,0,0,0,0.27738323946380233
2017-11-30,2.4,-1.8,0.6,-0.2,-6.0,-2.9,2.2,1.2,0.7,8.0,73,13.4,27.4,260,5547.24,30504.52,1,0,0,0,0.1818497717715276
2017-12-01,2.1,-4.6,-1.1,-0.5,-8.3,-4.3,0.3,0.0,0.21,3.0,71,7.0,15.8,167,9857.44,30390.72,0,0,0,0,0.3243569089511535
2017-12-02,1.5,-3.1,-0.7,-2.2,-6.5,-4.2,0.0,0.0,0.0,0.0,3,9.2,20.2,37,11646.43,30281.08,0,0,0,0,0.3846107866694319
2017-12-03,0.5,-3.8,-1.9,-4.0,-7.1,-6.1,0.3,0.0,0.21,2.0,71,19.0,36.4,236,15742.41,30175.8,0,0,0,0,0.521689897202394
2017-12-04,2.5,-1.1,0.7,-2.7,-6.4,-4.3,2.3,0.6,1.19,14.0,73,23.6,46.1,256,7441.07,30075.05,1,1,0,0,0.2474167125241687
2017-12-05,4.4,0.6,3.0,0.3,-3.1,-1.5,0.3,0.3,0.0,3.0,51,20.9,41.4,253,5341.9,29979.02,0,0,0,0,0.1781879461036418
2017-12-06,4.2,2.4,3.1,-1.2,-2.4,-1.6,0.6,0.6,0.0,6.0,51,23.9,47.2,243,1774.81,29887.91,0,0,0,0,0.05938220504545149
2017-12-07,4.0,-0.5,2.1,-0.8,-4.8,-2.4,0.0,0.0,0.0,0.0,3,18.4,36.0,224,24339.03,29801.91,0,0,0,0,0.8166936280258547
2017-12-08,5.7,-0.1,3.2,1.7,-5.4,-1.6,2.7,2.4,0.21,12.0,71,22.5,44.3,233,7627.6,29721.19,1,0,0,0,0.2566384454996587
2017-12-09,0.8,-2.0,-0.9,-5.2,-7.6,-6.5,0.6,0.0,0.42,5.0,71,29.5,59.8,246,13613.99,29645.96,0,0,0,0,0.4592190639129244
2017-12-10,3.5,-4.2,-0.4,-2.7,-8.7,-5.7,3.8,0.0,2.66,6.0,75,29.3,58.7,208,13822.41,29576.4,1,1,0,0,0.46734592445328027
2017-12-11,5.4,-1.5,3.1,3.2,-5.0,-0.4,0.6,0.6,0.0,4.0,51,24.5,48.2,199,0.0,29512.68,0,0,0,0,0.0
2017-12-12,3.8,0.3,2.6,-0.5,-3.9,-2.5,2.6,2.6,0.0,7.0,55,29.3,57.6,236,10109.55,29455.01,1,0,0,0,0.3432200498319301
2017-12-13,3.5,-3.0,0.4,-1.5,-7.0,-4.2,0.4,0.1,0.21,3.0,71,22.1,42.8,206,24507.78,29403.55,0,0,0,0,0.833497315800303
2017-12-14,4.5,2.0,3.2,-1.4,-3.5,-2.6,2.6,2.3,0.21,8.0,73,35.0,71.6,222,18460.99,29358.5,1,0,1,0,0.6288124393276224
2017-12-15,4.0,-0.4,1.9,-0.1,-3.7,-2.1,2.6,1.7,0.63,9.0,73,24.9,53.3,223,16513.37,29319.92,1,0,0,0,0.5632133375534449
2017-12-16,2.8,-2.4,0.2,-0.7,-5.9,-3.5,0.0,0.0,0.0,0.0,3,13.4,24.8,244,5370.6,29287.34,0,0,0,0,0.1833761618501373
2017-12-17,2.3,-1.0,0.3,-2.3,-5.0,-3.9,1.6,0.1,1.12,13.0,73,17.9,35.3,258,18000.0,29260.64,1,1,0,0,0.615160844055359
2017-12-18,1.6,-3.6,-1.0,-1.3,-6.8,-4.2,0.7,0.0,0.49,5.0,71,7.2,14.4,170,11404.96,29239.81,0,0,0,0,0.3900490461463326
2017-12-19,0.9,-5.4,-2.0,-3.0,-9.1,-5.7,0.9,0.0,0.63,6.0,71,13.9,27.7,224,18943.12,29224.84,0,0,0,0,0.6481855845917377
2017-12-20,2.8,-1.9,0.4,-0.2,-5.3,-2.7,0.1,0.0,0.07,1.0,71,7.9,15.5,227,18398.83,29215.73,0,0,0,0,0.6297576682150335
2017-12-21,4.2,0.9,2.9,1.4,-2.4,-0.7,7.1,7.1,0.0,15.0,53,18.3,34.6,244,0.0,29212.45,1,0,0,0,0.0
2017-12-22,6.3,2.1,4.3,3.5,-0.7,1.3,0.0,0.0,0.0,0.0,3,13.0,25.9,245,2182.77,29214.99,0,0,0,0,0.0747140423460696
2017-12-23,6.8,3.2,5.0,2.1,-0.7,0.8,0.1,0.1,0.0,1.0,51,23.7,49.3,246,3047.09,29223.32,0,0,0,0,0.10426912479485562
2017-12-24,6.4,5.0,5.8,1.9,0.7,1.3,0.3,0.3,0.0,3.0,51,23.7,46.1,239,0.0,29237.41,0,0,0,0,0.0
2017-12-25,5.2,-2.8,3.1,1.3,-6.5,-0.8,0.1,0.1,0.0,1.0,51,17.1,34.9,225,0.0,29257.24,0,0,0,0,0.0
2017-12-26,6.4,-3.1,0.7,2.9,-6.8,-3.2,0.0,0.0,0.0,0.0,3,20.5,39.6,211,22167.39,29282.77,0,0,0,0,0.757011375631472
2017-12-27,3.8,-1.9,0.1,0.8,-5.7,-3.3,0.0,0.0,0.0,0.0,3,10.9,18.0,59,20154.07,29313.95,0,0,0,0,0.6875248814983992
2017-12-28,2.0,-2.0,0.1,-1.7,-6.0,-3.6,6.3,2.7,2.52,16.0,73,13.9,26.6,248,0.0,29350.74,1,1,0,0,0.0
2017-12-29,1.1,-3.7,-1.0,-3.7,-8.0,-5.8,0.0,0.0,0.0,0.0,3,23.0,44.6,232,21698.08,29393.1,0,0,0,0,0.7382031837404017
2017-12-30,7.8,-2.7,2.2,4.1,-7.0,-1.9,3.7,2.3,1.05,11.0,73,19.6,37.8,212,1101.18,29440.98,1,1,0,0,0.03740296688493386
2017-12-31,10.6,3.4,7.9,6.7,0.3,4.3,3.2,3.2,0.0,8.0,55,25.0,49.0,227,1097.02,29494.33,1,0,0,0,0.037194267508365166
2018-01-01,7.7,1.2,5.0,2.8,-2.5,0.9,0.0,0.0,0.0,0.0,3,25.3,56.5,224,23764.12,29553.08,0,0,0,0,0.8041165252488065
2018-01-02,5.2,2.3,3.8,0.6,-1.8,-0.7,0.8,0.8,0.0,6.0,51,25.7,49.3,238,19435.67,29617.18,0,0,0,0,0.656229593769562
2018-01-03,6.8,1.8,4.4,1.6,-2.7,-0.8,8.3,7.8,0.35,14.0,73,36.6,72.0,226,8139.79,29686.57,1,0,1,0,0.2741909893935204
2018-01-04,7.6,4.1,5.0,3.6,-1.2,0.6,8.2,8.2,0.0,13.0,61,27.1,54.0,229,4269.42,29761.31,1,0,0,0,0.14345537881229017
2018-01-05,8.7,3.8,7.1,5.6,-0.2,3.5,5.7,5.7,0.0,10.0,61,22.2,44.6,227,10049.76,29842.25,1,0,0,0,0.33676281111511364
2018-01-06,9.4,2.7,6.3,7.8,-0.2,4.2,0.3,0.3,0.0,2.0,51,9.7,18.0,150,20751.11,29929.34,0,0,0,0,0.6933367057208746
2018-01-07,5.6,3.8,4.5,3.4,-0.5,1.2,0.2,0.2,0.0,2.0,51,19.5,37.4,53,0.0,30022.36,0,0,0,0,0.0
2018-01-08,5.1,2.5,3.3,1.8,-2.0,-0.8,0.2,0.2,0.0,2.0,51,18.4,35.3,52,0.0,30121.07,0,0,0,0,0.0
2018-01-09,9.8,3.5,6.7,7.3,0.5,3.6,0.7,0.7,0.0,5.0,51,23.6,49.0,108,11855.06,30225.24,0,0,0,0,0.3922238500008602
2018-01-10,5.6,1.1,3.3,3.6,-1.4,1.2,0.0,0.0,0.0,0.0,3,6.1,13.3,206,0.0,30334.63,0,0,0,0,0.0
2018-01-11,3.8,0.8,2.3,1.5,-2.1,-0.2,0.0,0.0,0.0,0.0,3,7.6,15.5,214,1177.53,30449.01,0,0,0,0,0.03867219328313137
2018-01-12,4.7,-0.6,2.2,1.6,-3.8,-0.4,0.0,0.0,0.0,0.0,3,8.1,17.3,43,6148.14,30568.17,0,0,0,0,0.20112882125426548
2018-01-13,3.0,-1.1,1.0,-0.4,-6.1,-3.1,0.0,0.0,0.0,0.0,3,16.2,31.3,52,0.0,30691.85,0,0,0,0,0.0
2018-01-14,2.0,-1.0,0.3,-3.0,-5.5,-4.4,0.0,0.0,0.0,0.0,3,19.1,38.2,86,1875.83,30819.85,0,0,0,0,0.06086434554353769
2018-01-15,2.4,-3.7,-0.2,-1.9,-7.4,-4.4,0.1,0.0,0.07,1.0,71,16.7,31.0,148,25450.79,30951.93,0,0,0,0,0.8222682721239031
2018-01-16,5.2,-0.3,2.4,0.6,-5.9,-2.5,5.1,4.5,0.42,12.0,73,28.1,64.4,220,4066.03,31087.88,1,0,0,0,0.13079148529909407
2018-01-17,2.2,-0.9,0.8,-2.9,-5.8,-4.3,3.8,0.5,2.31,16.0,73,27.4,60.1,254,1040.95,31227.48,1,1,0,0,0.033334422117955086
2018-01-18,7.1,-0.2,2.7,-0.3,-6.2,-3.3,2.8,1.9,0.63,11.0,73,40.5,96.8,243,2197.59,31370.52,1,0,1,0,0.07005271190914272
2018-01-19,3.4,-1.5,1.1,-1.1,-5.2,-2.9,3.6,0.8,1.96,11.0,73,21.1,50.8,246,14957.7,31516.78,1,1,0,0,0.4745948031493065
2018-01-20,3.3,-2.5,0.4,-0.3,-6.4,-3.6,2.0,0.1,1.33,6.0,73,18.2,37.4,215,11265.08,31666.05,1,1,0,0,0.3557462961120822
2018-01-21,1.6,-6.6,-1.2,-2.3,-10.7,-4.7,5.1,0.1,3.5,15.0,73,10.8,24.5,4,10642.1,31818.14,1,1,0,0,0.3344664395844635
2018-01-22,0.3,-6.9,-2.5,-2.9,-10.9,-5.9,1.1,0.1,0.7,10.0,71,9.2,18.4,155,1328.75,31972.84,1,0,0,0,0.0415587104554991
2018-01-23,4.5,0.5,2.3,0.8,-3.1,-1.4,0.5,0.5,0.0,5.0,51,16.3,31.0,247,12277.82,32129.97,0,0,0,0,0.38212983080905455
2018-01-24,7.8,0.9,4.5,5.3,-2.6,1.2,0.5,0.5,0.0,3.0,51,16.4,31.0,218,2325.44,32289.59,0,0,0,0,0.07201825727734543
2018-01-25,10.1,0.8,4.8,8.5,-2.7,2.0,0.0,0.0,0.0,0.0,3,9.7,15.1,195,12634.49,32453.39,0,0,0,0,0.3893118715795176
2018-01-26,6.2,-2.3,2.0,4.1,-5.9,-0.9,0.0,0.0,0.0,0.0,3,9.5,18.4,89,22246.83,32621.45,0,0,0,0,0.6819693790435435
2018-01-27,4.6,-1.6,1.4,2.7,-4.9,-1.2,0.1,0.1,0.0,1.0,51,10.4,18.4,194,0.0,32793.51,0,0,0,0,0.0
2018-01-28,6.3,1.8,5.1,1.7,-1.9,0.6,0.1,0.1,0.0,1.0,51,22.8,44.6,240,0.0,32969.27,0,0,0,0,0.0
2018-01-29,8.1,5.8,7.0,3.2,1.3,2.3,0.1,0.1,0.0,1.0,51,29.8,60.8,241,0.0,33148.47,0,0,0,0,0.0
2018-01-30,7.9,-3.5,3.7,2.5,-7.4,-0.5,1.4,1.4,0.0,4.0,55,29.8,58.0,263,29041.04,33330.84,1,0,0,0,0.8712963729686982
2018-01-31,8.9,-2.5,4.3,4.6,-6.0,0.4,0.1,0.1,0.0,1.0,51,20.7,41.4,207,24121.99,33516.13,0,0,0,0,0.7197128666107931
2018-02-01,6.2,0.5,3.8,2.1,-3.4,0.1,2.8,2.8,0.0,17.0,51,19.2,37.4,233,3825.85,33704.08,1,0,0,0,0.11351296341570516
2018-02-02,3.8,-0.9,1.6,-1.1,-4.8,-2.8,0.0,0.0,0.0,0.0,3,19.4,38.9,225,18538.6,33894.45,0,0,0,0,0.546950901991329
2018-02-03,4.3,-3.2,0.9,0.9,-7.0,-2.9,3.9,0.8,2.17,11.0,75,14.5,28.4,240,24444.86,34087.0,1,1,0,0,0.7171314577404876
2018-02-04,3.7,-3.8,-0.8,0.6,-7.3,-4.3,0.2,0.0,0.14,2.0,71,11.0,20.2,83,29851.9,34281.5,0,0,0,0,0.8707874509575135
2018-02-05,0.9,-3.5,-1.5,-3.7,-8.1,-5.8,0.0,0.0,0.0,0.0,3,14.0,28.8,53,4404.19,34477.71,0,0,0,0,0.12774021244450398
2018-02-06,2.2,-4.3,-2.3,-2.5,-9.0,-6.6,0.0,0.0,0.0,0.0,3,12.0,26.6,71,30525.13,34675.41,0,0,0,0,0.8803105716702412
2018-02-07,1.8,-3.0,-0.9,-2.7,-7.0,-5.1,1.6,0.0,1.19,7.0,73,14.5,29.2,36,0.0,34874.4,1,1,0,0,0.0
2018-02-08,0.7,-3.5,-1.4,-2.3,-7.1,-4.8,0.1,0.0,0.07,1.0,71,7.5,15.5,32,18904.64,35074.45,0,0,0,0,0.5389860710574221
2018-02-09,2.3,-4.1,-1.4,-0.9,-8.0,-4.7,0.0,0.0,0.0,0.0,3,7.8,14.0,132,16246.92,35275.36,0,0,0,0,0.46057417982410387
2018-02-10,2.2,-2.0,-0.2,-1.5,-5.2,-3.5,0.1,0.0,0.07,1.0,71,10.0,21.6,241,1129.87,35476.93,0,0,0,0,0.0318480206714617
2018-02-11,3.8,-1.1,1.3,-1.7,-4.8,-3.1,0.1,0.1,0.0,1.0,51,20.9,42.1,224,11700.8,35678.96,0,0,0,0,0.3279467787177653
2018-02-12,3.9,-3.8,0.5,-0.7,-7.5,-3.6,0.6,0.3,0.21,5.0,71,16.6,34.9,247,27221.01,35881.27,0,0,0,0,0.7586412075157875
2018-02-13,2.0,-5.0,-2.4,-1.2,-8.7,-6.0,0.0,0.0,0.0,0.0,3,7.6,18.4,230,31684.15,36083.94,0,0,0,0,0.8780679160867688
2018-02-14,3.0,-6.2,-2.6,-1.5,-9.9,-6.5,0.0,0.0,0.0,0.0,3,9.4,23.8,41,26348.76,36288.83,0,0,0,0,0.7260845830521402
2018-02-15,3.5,-6.2,-1.4,-1.8,-10.5,-5.5,0.4,0.0,0.28,3.0,71,14.1,31.3,146,14227.17,36496.11,0,0,0,0,0.3898270254007893
2018-02-16,6.9,-5.4,0.8,3.1,-9.4,-2.7,6.3,0.7,3.92,11.0,75,11.1,23.8,227,24804.75,36705.57,1,1,0,0,0.6757761832877136
2018-02-17,3.2,-5.4,-1.0,-1.2,-9.2,-5.0,1.2,0.0,0.84,9.0,71,15.8,30.6,51,0.0,36917.0,1,0,0,0,0.0
2018-02-18,3.3,-4.2,-0.2,-0.7,-8.2,-3.9,0.0,0.0,0.0,0.0,3,9.3,21.2,56,4545.24,37130.19,0,0,0,0,0.12241359389758036
2018-02-19,3.3,-4.9,-1.2,-0.8,-9.2,-5.1,0.0,0.0,0.0,0.0,3,9.3,22.0,94,32249.9,37344.95,0,0,0,0,0.8635678987386515
2018-02-20,2.6,-3.7,-0.9,-1.4,-7.8,-4.7,0.2,0.0,0.14,2.0,71,10.4,21.6,59,3685.81,37561.08,0,0,0,0,0.098128435071622
2018-02-21,2.5,-4.3,-1.6,-2.9,-8.5,-6.3,0.0,0.0,0.0,0.0,3,17.4,35.6,35,32828.11,37778.39,0,0,0,0,0.8689653000035206
2018-02-22,1.2,-3.8,-2.1,-5.2,-9.1,-7.7,0.0,0.0,0.0,0.0,3,21.9,43.6,56,33414.77,37996.7,0,0,0,0,0.8794124226577571
2018-02-23,0.5,-5.8,-3.2,-5.6,-11.1,-8.8,0.0,0.0,0.0,0.0,3,21.1,43.6,54,33741.67,38215.81,0,0,0,0,0.8829243708297692
2018-02-24,-0.3,-7.2,-4.7,-6.8,-12.9,-10.6,0.0,0.0,0.0,0.0,3,23.2,46.1,50,28587.24,38435.57,0,0,0,0,0.7437704189114407
2018-02-25,-4.0,-9.3,-7.1,-9.9,-15.0,-12.9,0.0,0.0,0.0,0.0,3,19.1,38.2,50,31691.86,38655.78,0,0,0,0,0.8198478985548863
2018-02-26,-5.9,-10.8,-8.7,-12.4,-16.1,-14.6,0.0,0.0,0.0,0.0,3,20.8,42.1,41,26306.46,38876.28,0,0,0,0,0.6766712247159451
2018-02-27,-7.0,-11.6,-9.4,-13.0,-17.6,-15.2,0.0,0.0,0.0,0.0,3,18.0,35.6,50,16780.71,39096.91,0,0,0,0,0.4292080883118384
2018-02-28,-5.6,-12.6,-9.2,-11.7,-17.8,-14.8,0.0,0.0,0.0,0.0,3,16.6,36.4,65,35031.36,39317.48,0,0,0,0,0.8909869096391732
2018-03-01,-2.8,-12.1,-7.6,-9.2,-17.7,-13.4,0.0,0.0,0.0,0.0,3,19.7,43.6,77,35271.72,39537.85,0,0,0,0,0.8921001015482634
2018-03-02,-1.9,-8.1,-5.1,-7.5,-13.6,-10.3,0.0,0.0,0.0,0.0,3,16.2,36.0,69,24235.6,39757.85,0,0,0,0,0.6095802464167454
2018-03-03,2.0,-5.1,-2.5,-2.8,-9.2,-7.1,0.4,0.0,0.28,4.0,71,17.0,33.1,66,25903.81,39977.32,0,0,0,0,0.6479626448196127
2018-03-04,4.8,-5.1,-1.6,1.5,-9.2,-5.4,0.2,0.0,0.14,2.0,71,10.9,18.4,76,14837.98,40196.11,0,0,0,0,0.3691397003341865
2018-03-05,6.0,-3.3,-0.1,2.0,-6.8,-3.6,0.3,0.1,0.14,2.0,71,10.1,22.7,71,20063.83,40414.31,0,0,0,0,0.4964536076454108
2018-03-06,2.9,-1.9,0.4,-0.2,-5.7,-3.0,2.0,0.3,1.19,13.0,73,9.4,18.7,47,0.0,40633.64,1,1,0,0,0.0
2018-03-07,9.6,0.1,3.4,4.5,-3.6,-0.5,0.9,0.2,0.49,5.0,73,23.9,46.1,237,15654.62,40854.29,0,0,0,0,0.38318179070056047
2018-03-08,8.2,-0.2,3.7,3.9,-4.0,-0.7,0.0,0.0,0.0,0.0,3,27.2,52.6,229,28803.56,41076.11,0,0,0,0,0.7012241422082082
2018-03-09,5.7,0.5,3.3,3.1,-3.2,-0.3,2.0,2.0,0.0,12.0,51,19.4,41.8,228,10533.18,41298.96,1,0,0,0,0.2550471004596726
2018-03-10,14.7,2.5,7.0,11.4,-0.5,4.4,1.8,1.8,0.0,9.0,53,16.5,33.5,200,22894.0,41522.69,1,0,0,0,0.5513611955294804
2018-03-11,17.4,2.2,9.3,16.0,-0.8,7.3,0.3,0.3,0.0,3.0,51,11.9,23.4,113,37109.6,41747.15,0,0,0,0,0.8889133749249948
2018-03-12,10.6,4.8,7.3,7.5,2.6,4.5,8.3,8.3,0.0,14.0,61,23.0,46.8,243,0.0,41972.2,1,0,0,0,0.0
2018-03-13,10.9,5.1,7.4,6.6,1.1,3.1,0.8,0.8,0.0,5.0,51,26.3,52.6,237,27381.39,42197.69,0,0,0,0,0.6488836237244265
2018-03-14,6.8,2.0,4.2,3.0,-1.1,0.7,2.1,2.1,0.0,13.0,53,20.0,38.2,258,4142.44,42423.49,1,0,0,0,0.09764496037454722
2018-03-15,9.1,-0.3,4.5,3.9,-3.7,0.5,0.0,0.0,0.0,0.0,3,21.1,43.9,96,35900.97,42649.45,0,0,0,0,0.8417686511783857
2018-03-16,7.2,0.4,4.8,5.3,-3.7,2.1,6.1,5.8,0.21,19.0,71,16.6,37.4,32,0.0,42875.43,1,0,0,0,0.0
2018-03-17,0.2,-5.2,-2.9,-4.2,-11.6,-8.9,3.1,0.0,2.17,21.0,73,25.6,49.7,47,0.0,43101.29,1,1,0,0,0.0
2018-03-18,-2.6,-6.9,-5.1,-9.9,-13.6,-11.8,0.6,0.0,0.42,6.0,71,26.2,53.3,56,10115.65,43326.89,0,0,0,0,0.23347279253138178
2018-03-19,-1.1,-7.9,-4.6,-6.5,-13.3,-9.7,0.0,0.0,0.0,0.0,3,16.6,35.3,47,35391.55,43552.1,0,0,0,0,0.8126255679978693
2018-03-20,4.2,-6.8,-1.1,0.6,-10.9,-5.0,0.2,0.0,0.21,2.0,71,15.0,28.1,333,33890.41,43776.77,0,0,0,0,0.7741642428164528
2018-03-21,2.6,-5.4,-1.5,-1.5,-9.7,-5.9,0.2,0.0,0.14,2.0,71,18.2,36.4,27,31255.85,44000.75,0,0,0,0,0.7103481190661523
2018-03-22,6.1,-5.8,-0.1,-0.1,-10.1,-5.0,0.2,0.0,0.14,2.0,71,21.0,42.1,233,21041.17,44223.93,0,0,0,0,0.4757869777742502
2018-03-23,6.3,-0.5,2.2,2.6,-4.3,-1.3,0.3,0.2,0.07,3.0,71,12.3,24.1,231,6719.57,44446.14,0,0,0,0,0.15118455730913866
2018-03-24,6.6,-2.5,2.2,2.5,-6.1,-1.3,0.0,0.0,0.0,0.0,3,12.8,27.4,111,20523.46,44667.24,0,0,0,0,0.45947455002816384
2018-03-25,9.9,-2.1,3.1,7.4,-5.8,0.1,0.0,0.0,0.0,0.0,3,10.2,15.5,95,41168.58,44887.32,0,0,0,0,0.9171538866655439
2018-03-26,6.4,-2.2,2.4,4.2,-5.6,-0.5,1.2,1.2,0.0,8.0,51,7.6,19.4,263,32310.21,45107.96,1,0,0,0,0.7162862164460552
2018-03-27,8.6,-0.9,3.4,5.6,-4.2,0.4,1.5,1.1,0.28,7.0,73,12.2,29.5,212,37015.76,45329.37,1,0,0,0,0.816595509710371
2018-03-28,9.6,-0.1,4.9,6.9,-3.6,1.8,4.8,4.8,0.0,12.0,53,20.9,38.5,199,0.0,45551.39,1,0,0,0,0.0
2018-03-29,8.6,2.2,6.2,5.2,-0.8,2.0,1.1,1.1,0.0,4.0,53,25.9,50.4,254,25977.41,45773.92,1,0,0,0,0.5675155197544803
2018-03-30,13.4,-0.9,6.2,9.6,-4.4,2.7,0.0,0.0,0.0,0.0,3,18.2,36.0,112,39296.54,45996.82,0,0,0,0,0.8543316690153798
2018-03-31,9.6,2.7,5.8,6.6,-0.8,2.9,2.2,2.2,0.0,9.0,53,14.2,29.5,289,0.0,46219.97,1,0,0,0,0.0
2018-04-01,9.4,2.8,5.4,3.9,-0.8,0.8,1.8,1.8,0.0,9.0,53,27.7,63.4,270,32455.16,46443.23,1,0,0,0,0.6988135838097392
2018-04-02,11.6,2.3,6.0,7.2,-1.1,2.4,0.4,0.4,0.0,2.0,51,16.3,34.2,233,26362.52,46666.48,0,0,0,0,0.5649134025107528
2018-04-03,19.2,4.2,11.2,17.5,0.9,8.6,0.0,0.0,0.0,0.0,3,18.3,38.2,192,39600.0,46889.58,0,0,0,0,0.844537315113507
2018-04-04,19.9,7.0,12.7,19.2,4.3,11.0,0.3,0.3,0.0,2.0,51,15.4,30.2,191,35279.51,47112.4,0,0,0,0,0.7488370365339062
2018-04-05,14.3,5.2,9.5,9.7,1.7,6.0,1.3,1.3,0.0,7.0,53,22.3,49.3,244,39224.05,47334.79,1,0,0,0,0.8286516112145
2018-04-06,11.5,-0.2,5.6,8.7,-3.7,2.4,0.0,0.0,0.0,0.0,3,10.8,21.6,43,43214.86,47556.63,0,0,0,0,0.9087031608421371
2018-04-07,18.1,0.5,9.4,15.1,-3.3,6.0,0.0,0.0,0.0,0.0,0,17.4,34.9,98,43351.3,47777.77,0,0,0,0,0.9073529384062924
2018-04-08,14.1,3.5,8.5,12.6,0.8,6.3,0.0,0.0,0.0,0.0,3,8.4,18.4,62,36534.76,47998.07,0,0,0,0,0.7611714387682672
2018-04-09,21.1,2.3,11.5,20.1,0.2,10.1,0.0,0.0,0.0,0.0,3,12.7,24.5,41,43585.77,48217.37,0,0,0,0,0.9039433299659437
2018-04-10,19.3,7.5,13.3,17.6,4.4,11.1,0.2,0.2,0.0,2.0,51,14.6,31.7,105,43295.07,48435.54,0,0,0,0,0.8938698732377093
2018-04-11,18.1,7.7,12.3,17.0,6.0,11.2,1.6,1.6,0.0,5.0,53,11.0,28.1,42,43603.42,48652.41,1,0,0,0,0.8962232292295489
2018-04-12,22.2,8.6,15.7,21.0,6.2,13.1,0.0,0.0,0.0,0.0,3,21.0,42.8,123,35808.76,48867.82,0,0,0,0,0.7327676986614096
2018-04-13,18.5,9.9,13.8,16.3,5.9,10.9,0.4,0.4,0.0,2.0,51,20.8,41.0,194,30425.78,49081.63,0,0,0,0,0.6199015802857403
2018-04-14,19.2,6.0,12.4,17.2,3.8,10.1,0.0,0.0,0.0,0.0,3,15.5,34.2,213,44214.7,49293.9,0,0,0,0,0.8969608815695247
2018-04-15,19.6,6.2,13.6,18.6,3.5,12.1,0.2,0.2,0.0,2.0,51,11.2,22.7,22,42321.58,49506.14,0,0,0,0,0.8548753750544882
