date,day_of_week,school_visitors,public_visitors,total_visitors,extra,is_weekend,is_holiday,nazvy_svatek,is_spring_break,is_autumn_break,is_winter_break,is_easter_break,is_halfyear_break,is_summer_holiday,is_any_school_break,school_break_type,days_to_next_break,days_from_last_break,is_week_before_break,is_week_after_break,season_exact,week_position,is_month_end,school_week_number,is_bridge_day,long_weekend_length,precipitation_probability,temperature_max,temperature_min,temperature_mean,precipitation,rain,snowfall,precipitation_hours,weather_code,wind_speed,wind_gusts_max,is_rainy,is_snowy,is_windy,is_nice_weather,google_trend,Mateřská_škola,Střední_škola,Základní_škola,is_event
2016-01-01,pátek,0.0,0.0,0.0,,0,1,Nový rok / Den obnovy samostatného českého státu,0.0,0.0,1.0,0.0,0.0,0.0,1.0,vanocni,0.0,0.0,1.0,1.0,winter,first_week,0.0,18.0,0.0,3.0,,2.0,-2.8,-0.1,0.0,0.0,0.0,0.0,3,10.9,24.5,0,0,0,0,25,19399.0,21749.0,47924.0,0
2016-01-02,sobota,0.0,943.0,943.0,,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,vanocni,0.0,0.0,1.0,1.0,winter,first_week,0.0,18.0,0.0,3.0,,1.6,-3.2,-0.9,0.0,0.0,0.0,0.0,3,17.3,34.9,0,0,0,0,25,19399.0,21749.0,47924.0,0
2016-01-03,neděle,0.0,559.0,559.0,,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,vanocni,0.0,0.0,1.0,1.0,winter,first_week,0.0,18.0,0.0,3.0,,-2.1,-5.0,-3.4,0.0,0.0,0.0,0.0,3,14.5,28.4,0,0,0,0,25,19399.0,21749.0,47924.0,0
2016-01-04,pondělí,0.0,78.0,78.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,25.0,1.0,0.0,1.0,winter,first_week,0.0,18.0,0.0,0.0,,-2.7,-5.4,-4.1,3.9,0.0,3.01,12.0,73,14.6,28.8,1,1,0,0,25,19399.0,21749.0,47924.0,0
2016-01-05,úterý,91.0,94.0,185.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,24.0,2.0,0.0,1.0,winter,first_week,0.0,19.0,0.0,0.0,,3.5,-2.2,0.3,3.2,1.8,1.05,10.0,73,11.5,19.4,1,1,0,0,25,19399.0,21749.0,47924.0,0
2016-01-06,středa,0.0,124.0,124.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,23.0,3.0,0.0,1.0,winter,first_week,0.0,19.0,0.0,0.0,,3.1,-2.4,-0.1,1.7,0.5,0.91,9.0,71,8.8,20.5,1,0,0,0,25,19399.0,21749.0,47924.0,0
2016-01-07,čtvrtek,42.0,69.0,111.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,22.0,4.0,0.0,1.0,winter,first_week,0.0,19.0,0.0,0.0,,3.2,-1.7,0.6,1.0,0.4,0.49,3.0,73,12.4,27.0,0,0,0,0,25,19399.0,21749.0,47924.0,0
2016-01-08,pátek,0.0,73.0,73.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,21.0,5.0,0.0,1.0,winter,second_week,0.0,19.0,0.0,0.0,,3.8,-1.6,2.2,0.2,0.2,0.0,1.0,51,25.0,47.5,0,0,0,0,25,19399.0,21749.0,47924.0,0
2016-01-09,sobota,0.0,861.0,861.0,,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20.0,6.0,0.0,1.0,winter,second_week,0.0,19.0,0.0,2.0,,3.5,-1.2,0.7,0.0,0.0,0.0,0.0,3,5.0,11.2,0,0,0,0,25,19399.0,21749.0,47924.0,0
2016-01-10,neděle,0.0,553.0,553.0,,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,19.0,7.0,0.0,1.0,winter,second_week,0.0,19.0,0.0,2.0,,7.3,-1.2,2.5,2.0,2.0,0.0,8.0,51,16.0,24.8,1,0,0,0,25,19399.0,21749.0,47924.0,0
2016-01-11,pondělí,22.0,94.0,116.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18.0,8.0,0.0,0.0,winter,second_week,0.0,19.0,0.0,0.0,,4.2,1.2,2.7,5.1,4.2,0.63,14.0,73,19.5,35.3,1,0,0,0,25,19399.0,21749.0,47924.0,0
2016-01-12,úterý,171.0,150.0,321.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,17.0,9.0,0.0,0.0,winter,second_week,0.0,20.0,0.0,0.0,,4.9,1.4,3.2,2.0,1.6,0.28,10.0,71,25.3,47.9,1,0,0,0,25,19399.0,21749.0,47924.0,0
2016-01-13,středa,25.0,122.0,147.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16.0,10.0,0.0,0.0,winter,second_week,0.0,20.0,0.0,0.0,,3.6,0.9,2.2,2.7,1.4,0.91,10.0,73,34.2,69.5,1,0,1,0,25,19399.0,21749.0,47924.0,0
2016-01-14,čtvrtek,54.0,103.0,157.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15.0,11.0,0.0,0.0,winter,second_week,0.0,20.0,0.0,0.0,,2.5,-1.8,0.4,0.8,0.1,0.56,4.0,71,16.9,33.1,0,0,0,0,25,19399.0,21749.0,47924.0,0
2016-01-15,pátek,99.0,110.0,209.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,14.0,12.0,0.0,0.0,winter,third_week,0.0,20.0,0.0,0.0,,1.4,-1.6,0.2,2.4,0.0,1.89,13.0,73,21.0,47.2,1,1,0,0,25,19399.0,21749.0,47924.0,0
2016-01-16,sobota,0.0,661.0,661.0,,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,13.0,13.0,0.0,0.0,winter,third_week,0.0,20.0,0.0,2.0,,-0.1,-3.9,-1.7,0.7,0.0,0.63,3.0,73,11.9,23.8,0,0,0,0,25,19399.0,21749.0,47924.0,0
2016-01-17,neděle,0.0,338.0,338.0,,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,12.0,14.0,0.0,0.0,winter,third_week,0.0,20.0,0.0,2.0,,-1.3,-5.2,-2.9,2.0,0.0,1.54,14.0,71,15.8,31.7,1,1,0,0,25,19399.0,21749.0,47924.0,0
2016-01-18,pondělí,0.0,70.0,70.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,11.0,15.0,0.0,0.0,winter,third_week,0.0,20.0,0.0,0.0,,-2.8,-6.6,-5.0,0.0,0.0,0.0,0.0,3,8.5,12.6,0,0,0,0,25,19399.0,21749.0,47924.0,0
2016-01-19,úterý,81.0,109.0,190.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,10.0,16.0,0.0,0.0,winter,third_week,0.0,21.0,0.0,0.0,,-5.4,-9.9,-7.3,0.0,0.0,0.0,0.0,3,6.7,15.5,0,0,0,0,25,19399.0,21749.0,47924.0,0
2016-01-20,středa,105.0,131.0,236.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9.0,17.0,0.0,0.0,winter,third_week,0.0,21.0,0.0,0.0,,-2.7,-14.8,-7.5,0.0,0.0,0.35,0.0,71,17.9,33.8,0,0,0,0,25,19399.0,21749.0,47924.0,0
2016-01-21,čtvrtek,98.0,182.0,280.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,18.0,0.0,0.0,winter,third_week,0.0,21.0,0.0,0.0,,-2.4,-8.1,-4.5,0.0,0.0,0.0,0.0,3,11.2,25.9,0,0,0,0,25,19399.0,21749.0,47924.0,0
2016-01-22,pátek,43.0,98.0,141.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,19.0,1.0,0.0,winter,last_week,0.0,21.0,0.0,0.0,,-5.0,-12.9,-9.6,0.0,0.0,0.0,0.0,3,9.2,14.0,0,0,0,0,25,19399.0,21749.0,47924.0,0
2016-01-23,sobota,11.0,452.0,463.0,,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.0,20.0,1.0,0.0,winter,last_week,0.0,21.0,0.0,2.0,,2.8,-12.4,-3.0,3.0,0.0,2.24,5.0,75,22.0,43.6,1,1,0,0,25,19399.0,21749.0,47924.0,0
2016-01-24,neděle,0.0,471.0,471.0,,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,21.0,1.0,0.0,winter,last_week,0.0,21.0,0.0,2.0,,2.5,0.1,1.5,0.0,0.0,0.0,0.0,3,14.3,29.5,0,0,0,0,25,19399.0,21749.0,47924.0,0
2016-01-25,pondělí,120.0,185.0,305.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,22.0,1.0,0.0,winter,last_week,0.0,21.0,0.0,0.0,,5.2,2.5,3.7,3.3,3.3,0.0,10.0,53,16.5,32.0,1,0,0,0,25,19399.0,21749.0,47924.0,0
2016-01-26,úterý,173.0,110.0,283.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,23.0,1.0,0.0,winter,last_week,0.0,22.0,0.0,0.0,,9.1,2.6,5.0,0.0,0.0,0.0,0.0,3,18.1,34.6,0,0,0,0,25,19399.0,21749.0,47924.0,0
2016-01-27,středa,142.0,123.0,265.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,24.0,1.0,0.0,winter,last_week,0.0,22.0,0.0,0.0,,10.4,5.1,7.5,0.0,0.0,0.0,0.0,3,21.4,41.8,0,0,0,0,25,19399.0,21749.0,47924.0,0
2016-01-28,čtvrtek,34.0,287.0,321.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,25.0,1.0,0.0,winter,last_week,0.0,22.0,0.0,0.0,,9.5,0.9,6.8,0.3,0.3,0.0,2.0,51,24.5,45.0,0,0,0,0,25,19399.0,21749.0,47924.0,0
2016-01-29,pátek,40.0,116.0,156.0,,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,pololetni,0.0,0.0,1.0,1.0,winter,last_week,1.0,22.0,0.0,0.0,,5.9,-0.4,3.1,0.0,0.0,0.0,0.0,3,22.9,43.9,0,0,0,0,25,19399.0,21749.0,47924.0,0
2016-01-30,sobota,0.0,488.0,488.0,,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16.0,1.0,0.0,1.0,winter,last_week,1.0,22.0,0.0,2.0,,8.0,2.9,5.4,5.3,5.3,0.0,5.0,61,30.0,61.2,1,0,0,0,25,19399.0,21749.0,47924.0,0
2016-01-31,neděle,0.0,929.0,929.0,,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15.0,2.0,0.0,1.0,winter,last_week,1.0,22.0,0.0,2.0,,4.8,1.3,3.2,1.8,1.8,0.0,6.0,53,29.5,52.9,1,0,0,0,25,19399.0,21749.0,47924.0,0
2016-02-01,pondělí,0.0,589.0,589.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,14.0,3.0,0.0,1.0,winter,first_week,0.0,22.0,0.0,0.0,,10.0,3.7,8.6,3.4,3.4,0.0,10.0,51,30.9,60.5,1,0,1,0,50,19399.0,21749.0,47924.0,0
2016-02-02,úterý,178.0,745.0,923.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,13.0,4.0,0.0,1.0,winter,first_week,0.0,23.0,0.0,0.0,,10.5,7.3,8.8,0.0,0.0,0.0,0.0,3,28.6,60.1,0,0,0,0,50,19399.0,21749.0,47924.0,0
2016-02-03,středa,86.0,798.0,884.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,12.0,5.0,0.0,1.0,winter,first_week,0.0,23.0,0.0,0.0,,8.9,1.0,4.5,0.7,0.7,0.0,4.0,51,23.7,56.9,0,0,0,0,50,19399.0,21749.0,47924.0,0
2016-02-04,čtvrtek,0.0,783.0,783.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,11.0,6.0,0.0,1.0,winter,first_week,0.0,23.0,0.0,0.0,,3.5,0.3,1.7,1.6,0.4,0.84,8.0,73,23.6,51.1,1,0,0,0,50,19399.0,21749.0,47924.0,0
2016-02-05,pátek,24.0,671.0,695.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,10.0,7.0,0.0,1.0,winter,first_week,0.0,23.0,0.0,0.0,,4.6,0.4,2.3,0.0,0.0,0.0,0.0,3,16.0,33.8,0,0,0,0,50,19399.0,21749.0,47924.0,0
2016-02-06,sobota,0.0,1197.0,1197.0,,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9.0,8.0,0.0,0.0,winter,first_week,0.0,23.0,0.0,2.0,,11.6,-1.0,4.2,0.0,0.0,0.0,0.0,3,13.8,24.1,0,0,0,0,50,19399.0,21749.0,47924.0,0
2016-02-07,neděle,19.0,776.0,795.0,,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,9.0,0.0,0.0,winter,first_week,0.0,23.0,0.0,2.0,,11.1,-2.0,3.4,0.0,0.0,0.0,0.0,3,16.7,32.8,0,0,0,0,50,19399.0,21749.0,47924.0,0
2016-02-08,pondělí,42.0,209.0,251.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,10.0,1.0,0.0,winter,second_week,0.0,23.0,0.0,0.0,,11.2,3.2,6.6,4.9,4.9,0.0,8.0,61,30.1,74.2,1,0,1,0,50,19399.0,21749.0,47924.0,0
2016-02-09,úterý,76.0,251.0,327.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.0,11.0,1.0,0.0,winter,second_week,0.0,24.0,0.0,0.0,,9.4,4.8,7.0,1.2,1.2,0.0,4.0,51,28.2,52.9,1,0,0,0,50,19399.0,21749.0,47924.0,0
2016-02-10,středa,20.0,314.0,334.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,12.0,1.0,0.0,winter,second_week,0.0,24.0,0.0,0.0,,6.6,1.7,3.5,0.7,0.5,0.21,4.0,71,25.6,50.4,0,0,0,0,50,19399.0,21749.0,47924.0,0
2016-02-11,čtvrtek,83.0,305.0,388.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,13.0,1.0,0.0,winter,second_week,0.0,24.0,0.0,0.0,,5.2,0.2,2.4,0.2,0.2,0.14,2.0,71,20.0,45.7,0,0,0,0,50,19399.0,21749.0,47924.0,0
2016-02-12,pátek,0.0,311.0,311.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,14.0,1.0,0.0,winter,second_week,0.0,24.0,0.0,0.0,,5.6,-1.5,1.8,0.2,0.2,0.0,2.0,51,9.9,23.8,0,0,0,0,50,19399.0,21749.0,47924.0,0
2016-02-13,sobota,2.0,1628.0,1630.0,,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,15.0,1.0,0.0,winter,second_week,0.0,24.0,0.0,2.0,,5.1,-2.6,1.3,0.1,0.1,0.0,1.0,51,10.0,20.2,0,0,0,0,50,19399.0,21749.0,47924.0,0
2016-02-14,neděle,5.0,1184.0,1189.0,,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,16.0,1.0,0.0,winter,second_week,0.0,24.0,0.0,2.0,,10.5,0.8,5.6,2.3,2.3,0.0,8.0,51,21.7,38.2,1,0,0,0,50,19399.0,21749.0,47924.0,0
2016-02-15,pondělí,0.0,259.0,259.0,,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,jarni,0.0,0.0,1.0,1.0,winter,third_week,0.0,24.0,0.0,0.0,,7.2,2.0,4.4,0.1,0.1,0.0,1.0,51,11.7,23.4,0,0,0,0,50,19399.0,21749.0,47924.0,0
2016-02-16,úterý,83.0,371.0,454.0,,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,jarni,0.0,0.0,1.0,1.0,winter,third_week,0.0,25.0,0.0,0.0,,2.8,0.1,1.4,0.0,0.0,0.0,0.0,3,16.4,32.8,0,0,0,0,50,19399.0,21749.0,47924.0,0
2016-02-17,středa,44.0,309.0,353.0,,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,jarni,0.0,0.0,1.0,1.0,winter,third_week,0.0,25.0,0.0,0.0,,3.5,-1.4,0.8,2.4,0.6,1.4,7.0,73,22.7,47.9,1,1,0,0,50,19399.0,21749.0,47924.0,0
2016-02-18,čtvrtek,231.0,494.0,725.0,,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,jarni,0.0,0.0,1.0,1.0,winter,third_week,0.0,25.0,0.0,0.0,,6.3,-4.2,1.1,0.0,0.0,0.0,0.0,3,9.7,20.5,0,0,0,0,50,19399.0,21749.0,47924.0,0
2016-02-19,pátek,52.0,490.0,542.0,,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,jarni,0.0,0.0,1.0,1.0,winter,third_week,0.0,25.0,0.0,0.0,,6.0,0.1,2.6,0.0,0.0,0.0,0.0,3,15.3,34.9,0,0,0,0,50,19399.0,21749.0,47924.0,0
2016-02-20,sobota,0.0,1658.0,1658.0,,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,jarni,0.0,0.0,1.0,1.0,winter,third_week,0.0,25.0,0.0,2.0,,4.4,0.2,2.1,6.5,5.0,1.05,11.0,73,29.5,58.0,1,1,0,0,50,19399.0,21749.0,47924.0,0
2016-02-21,neděle,0.0,1188.0,1188.0,,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,jarni,0.0,0.0,1.0,1.0,winter,third_week,0.0,25.0,0.0,2.0,,10.4,4.3,8.6,2.9,2.9,0.0,12.0,53,30.4,60.1,1,0,1,0,50,19399.0,21749.0,47924.0,0
2016-02-22,pondělí,39.0,433.0,472.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,31.0,1.0,0.0,1.0,winter,last_week,0.0,25.0,0.0,0.0,,11.6,7.2,9.1,0.0,0.0,0.0,0.0,3,31.5,63.0,0,0,1,0,50,19399.0,21749.0,47924.0,0
2016-02-23,úterý,76.0,625.0,701.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,30.0,2.0,0.0,1.0,winter,last_week,0.0,26.0,0.0,0.0,,8.2,0.4,4.0,8.8,5.7,2.17,16.0,73,22.4,45.7,1,1,0,0,50,19399.0,21749.0,47924.0,0
2016-02-24,středa,125.0,679.0,804.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,29.0,3.0,0.0,1.0,winter,last_week,0.0,26.0,0.0,0.0,,4.9,-1.0,1.8,0.8,0.7,0.07,5.0,71,15.8,33.5,0,0,0,0,50,19399.0,21749.0,47924.0,0
2016-02-25,čtvrtek,212.0,652.0,864.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,28.0,4.0,0.0,1.0,winter,last_week,0.0,26.0,0.0,0.0,,4.8,-2.7,0.7,0.0,0.0,0.0,0.0,3,9.4,23.0,0,0,0,0,50,19399.0,21749.0,47924.0,0
2016-02-26,pátek,91.0,593.0,684.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,27.0,5.0,0.0,1.0,winter,last_week,0.0,26.0,0.0,0.0,,4.0,-4.0,-0.8,0.0,0.0,0.0,0.0,3,13.0,19.8,0,0,0,0,50,19399.0,21749.0,47924.0,0
2016-02-27,sobota,0.0,1641.0,1641.0,,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,26.0,6.0,0.0,1.0,winter,last_week,1.0,26.0,0.0,2.0,,5.4,-2.9,0.7,0.0,0.0,0.0,0.0,3,15.9,33.8,0,0,0,0,50,19399.0,21749.0,47924.0,0
2016-02-28,neděle,0.0,869.0,869.0,,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,25.0,7.0,0.0,1.0,winter,last_week,1.0,26.0,0.0,2.0,,3.2,-4.0,0.0,0.5,0.4,0.07,4.0,71,20.3,41.0,0,0,0,0,50,19399.0,21749.0,47924.0,0
2016-02-29,pondělí,91.0,360.0,451.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,24.0,8.0,0.0,0.0,winter,last_week,1.0,26.0,0.0,0.0,,2.5,-0.8,1.2,13.4,1.5,8.33,15.0,75,23.2,46.8,1,1,0,0,50,19399.0,21749.0,47924.0,0
2016-03-01,úterý,86.0,370.0,456.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,23.0,9.0,0.0,0.0,spring,first_week,0.0,27.0,0.0,0.0,,0.7,-1.7,-0.6,2.2,0.0,1.61,11.0,73,17.8,32.8,1,1,0,0,51,19399.0,21749.0,47924.0,0
2016-03-02,středa,253.0,514.0,767.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,22.0,10.0,0.0,0.0,spring,first_week,0.0,27.0,0.0,0.0,,5.5,-1.0,2.5,5.3,5.3,0.35,9.0,71,19.7,41.0,1,0,0,0,51,19399.0,21749.0,47924.0,0
2016-03-03,čtvrtek,123.0,643.0,766.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,21.0,11.0,0.0,0.0,spring,first_week,0.0,27.0,0.0,0.0,,4.9,-0.1,2.2,0.2,0.2,0.0,1.0,51,13.7,29.2,0,0,0,0,51,19399.0,21749.0,47924.0,0
2016-03-04,pátek,26.0,460.0,486.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20.0,12.0,0.0,0.0,spring,first_week,0.0,27.0,0.0,0.0,,7.3,-2.1,2.2,0.0,0.0,0.0,0.0,3,13.9,28.4,0,0,0,0,51,19399.0,21749.0,47924.0,0
2016-03-05,sobota,0.0,1239.0,1239.0,,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,19.0,13.0,0.0,0.0,spring,first_week,0.0,27.0,0.0,2.0,,10.7,-0.7,4.1,0.5,0.5,0.0,2.0,51,9.8,22.0,0,0,0,0,51,19399.0,21749.0,47924.0,0
2016-03-06,neděle,0.0,917.0,917.0,,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18.0,14.0,0.0,0.0,spring,first_week,0.0,27.0,0.0,2.0,,6.4,0.0,3.3,7.3,3.5,2.66,8.0,75,19.7,40.0,1,1,0,0,51,19399.0,21749.0,47924.0,0
2016-03-07,pondělí,63.0,352.0,415.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,17.0,15.0,0.0,0.0,spring,first_week,0.0,27.0,0.0,0.0,,5.1,-0.4,1.9,0.0,0.0,0.0,0.0,3,10.5,24.1,0,0,0,0,51,19399.0,21749.0,47924.0,0
2016-03-08,úterý,125.0,470.0,595.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16.0,16.0,0.0,0.0,spring,second_week,0.0,28.0,0.0,0.0,,6.1,-2.2,1.8,0.1,0.1,0.0,1.0,51,7.6,21.2,0,0,0,0,51,19399.0,21749.0,47924.0,0
2016-03-09,středa,125.0,553.0,678.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15.0,17.0,0.0,0.0,spring,second_week,0.0,28.0,0.0,0.0,,6.9,-4.5,1.2,0.0,0.0,0.0,0.0,3,18.0,38.9,0,0,0,0,51,19399.0,21749.0,47924.0,0
2016-03-10,čtvrtek,78.0,634.0,712.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,14.0,18.0,0.0,0.0,spring,second_week,0.0,28.0,0.0,0.0,,7.3,-0.0,3.4,0.0,0.0,0.0,0.0,3,9.5,22.7,0,0,0,0,51,19399.0,21749.0,47924.0,0
2016-03-11,pátek,0.0,671.0,671.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,13.0,19.0,0.0,0.0,spring,second_week,0.0,28.0,0.0,0.0,,6.3,2.2,3.9,0.0,0.0,0.0,0.0,3,14.0,32.4,0,0,0,0,51,19399.0,21749.0,47924.0,0
2016-03-12,sobota,31.0,1607.0,1638.0,,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,12.0,20.0,0.0,0.0,spring,second_week,0.0,28.0,0.0,2.0,,5.0,0.7,2.8,0.0,0.0,0.0,0.0,3,15.5,32.4,0,0,0,0,51,19399.0,21749.0,47924.0,0
2016-03-13,neděle,49.0,994.0,1043.0,,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,11.0,21.0,0.0,0.0,spring,second_week,0.0,28.0,0.0,2.0,,5.6,1.0,2.7,0.0,0.0,0.0,0.0,3,20.2,41.4,0,0,0,0,51,19399.0,21749.0,47924.0,0
2016-03-14,pondělí,40.0,79.0,119.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,10.0,22.0,0.0,0.0,spring,second_week,0.0,28.0,0.0,0.0,,6.5,-1.4,2.0,0.0,0.0,0.0,0.0,3,15.1,32.0,0,0,0,0,51,19399.0,21749.0,47924.0,0
2016-03-15,úterý,141.0,119.0,260.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9.0,23.0,0.0,0.0,spring,third_week,0.0,29.0,0.0,0.0,,4.8,-0.4,1.8,5.0,0.4,3.36,10.0,73,19.9,42.1,1,1,0,0,51,19399.0,21749.0,47924.0,0
2016-03-16,středa,277.0,230.0,507.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,24.0,0.0,0.0,spring,third_week,0.0,29.0,0.0,0.0,,7.0,0.2,2.8,0.4,0.4,0.07,3.0,71,22.8,47.2,0,0,0,0,51,19399.0,21749.0,47924.0,0
2016-03-17,čtvrtek,215.0,195.0,410.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,25.0,1.0,0.0,spring,third_week,0.0,29.0,0.0,0.0,,9.9,-1.3,3.7,0.0,0.0,0.0,0.0,0,13.1,31.7,0,0,0,0,51,19399.0,21749.0,47924.0,0
2016-03-18,pátek,77.0,92.0,169.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.0,26.0,1.0,0.0,spring,third_week,0.0,29.0,0.0,0.0,,11.7,-2.0,4.8,0.0,0.0,0.0,0.0,1,15.1,32.4,0,0,0,0,51,19399.0,21749.0,47924.0,0
2016-03-19,sobota,0.0,1036.0,1036.0,,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,27.0,1.0,0.0,spring,third_week,0.0,29.0,0.0,2.0,,6.7,1.3,3.9,0.0,0.0,0.0,0.0,3,7.5,16.6,0,0,0,0,51,19399.0,21749.0,47924.0,0
2016-03-20,neděle,0.0,717.0,717.0,,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,28.0,1.0,0.0,spring,third_week,0.0,29.0,0.0,2.0,,8.4,-1.3,3.4,0.0,0.0,0.0,0.0,3,15.9,35.3,0,0,0,0,51,19399.0,21749.0,47924.0,0
2016-03-21,pondělí,65.0,125.0,190.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,29.0,1.0,0.0,spring,third_week,0.0,29.0,0.0,0.0,,8.6,2.6,5.1,0.9,0.9,0.0,5.0,51,18.0,41.4,0,0,0,0,51,19399.0,21749.0,47924.0,0
2016-03-22,úterý,88.0,107.0,195.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,30.0,1.0,0.0,spring,last_week,0.0,30.0,0.0,0.0,,7.5,1.8,4.3,1.6,1.6,0.0,9.0,51,16.6,37.4,1,0,0,0,51,19399.0,21749.0,47924.0,0
